序号,类型,prompt,answer,explanation,baichuan_epoch_1,baichuan_epoch_2,baichuan_epoch_3,baichuan_epoch_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
春种一粒粟，秋收万颗子。 ",李绅,,唐代诗人李绅。,作者：李绅,杜甫(712年-770年)，字子美，河南巩县人，唐代伟大的现实主义诗人，与李白合称“大李杜”。为了与另两位诗人李商隐与杜牧即“小李杜”区别，杜甫也被称为“老杜”。,该句的作者是唐代诗人李绅(Li Shen)，他于唐代宗时期(669年至710年)出生并在唐朝时期颇受重视。这句话实际上是一首诗的一部分，该诗名为《悯农》(Min Farm)，描绘了农民春种秋收的场景，表达了对农民辛勤劳动的赞美。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
锦瑟无端五十弦，一弦一柱思华年。 ",李商隐,,锦瑟无端五十弦，一弦一柱思华年。\n作者：李商隐\n,此诗的作者是李商隐。,该句的作者是李商隐(约813年-约858年)，字义山，号玉溪生、樊南生。唐代著名诗人。其作品素以文字华美、意蕴深远著称，被誉为“诗家总爱西昆好，独恨无人作郑笺”。,锦瑟无端五十弦，一弦一柱思华年。\n作者是李商隐。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
燕草如碧丝，秦桑低绿枝。 ",李白,,作者：李白,这是唐代诗人李白的《春思》。,这是出自《赋得古原草送别》的第二首，全诗如下：\n离离原上草，一岁一枯荣。野火烧不尽，春风吹又生。远芳侵古道，晴翠接荒城。又送王孙去，萋萋满别情。\n此诗为白居易所作，是一首描写春末夏初景色的作品。,这是唐代诗人杜甫的名篇《春日忆李白》中的名句。该诗共两首，这两首诗都是杜甫回忆与李白在一起的时光所写下的。第一首诗以叙述的方式描述了两位诗人一起在春日赏景、饮酒、赋诗的场面，而第二首则专门回忆了李白在醉酒后所写的唐代诗歌的场面。\n这两首诗均无特定标题，杜甫在诗中并未交代燕草和秦桑的背景，因此无法确定它们所处的具体地点。不过，从诗中的描述来看，它们应该是出现在春季的景象，而杜甫则通过运用比喻和对细节的关注来传达出浓郁的抒情色彩，表达了对李白的怀念之情。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
客路青山外，行舟绿水前。 ",王湾,,作者：王之涣,作者：王湾,该句的作者是王湾(约699年-754年)，唐代诗人。,这位诗人是王之涣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
朱雀桥边野草花，乌衣巷口夕阳斜。 ",刘禹锡,,作者：刘禹锡,这是唐代诗人刘禹锡的《乌衣巷》。,该句的作者是唐代诗人刘禹锡(772年-842年)。,这是唐代诗人刘禹锡的作品《乌衣巷》。朱雀桥和乌衣巷都是南京的古迹，现在已经不存在了。刘禹锡的这首诗描写了朱雀桥边和乌衣巷口的景色，表现了岁月的变迁和时代的沧桑。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
吾爱孟夫子，风流天下闻。 ",李白,,吾爱孟夫子，风流天下闻。\n作者：杜甫,吾爱孟夫子，风流天下闻。\n作者是杜甫。,该句的作者是杜甫(712年-770年)，字子美，自号少陵野老，世称杜工部、杜少陵等，唐朝河南府巩县(今河南省巩义市)人，唐代伟大的现实主义诗人，与李白合称“大李杜”。,该句的作者是杜甫。杜甫(712年-770年)是中国唐代著名的诗人，被誉为“诗圣”，他的作品广泛涉及社会、政治、历史、人物等领域，风格沉郁顿挫，忧国忧民，被誉为“诗史”。杜甫的作品包括《登高》、《春夜喜雨》、《茅屋为秋风所破歌》等。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
杨柳青青江水平，闻郎江上唱歌声。 ",刘禹锡,,作者：刘禹锡,作者：刘禹锡,答案：刘方平,这位诗人是唐代著名的诗人白居易。这首诗名为《赋得古原草送别》，是白居易早年创作的，是一首描写杨柳和江水的美丽诗篇。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
长安回望绣成堆，山顶千门次第开。 ",杜牧,,杜牧,岑参,这是出自唐代诗人杜牧的《过华清宫》一诗中的第一句。,答案是：岑参,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
吴丝蜀桐张高秋，空白凝云颓不流。 ",李贺,,作者：李白,这是唐代诗人李贺的《李凭箜篌引》中的诗句。,这是唐代诗人李贺的《李凭箜篌引》中的句子。,吴丝蜀桐张高秋，空白凝云颓不流。\n这句话的作者是杜甫。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
日暮苍山远，天寒白屋贫。 ",刘长卿,,杜甫,作者：刘长卿,该句唐诗的作者是杜甫(712年-770年)。\n杜甫是中国唐代著名的诗人之一，被誉为“诗圣”，他的诗歌作品反映了当时社会的政治、经济和文化状况，具有很高的艺术价值和历史价值。他一生创作了大量的诗歌作品，内容广泛，形式多样，包括律诗、绝句、乐府等。其中，《登高》、《春夜喜雨》、《兵车行》等都是他的代表作。,该句的作者是杜甫。杜甫(712年-770年)是中国唐代著名的诗人，被誉为“诗圣”，他的作品广泛涉及社会、政治、历史、文化等领域，具有高度的思想性和艺术性。这首诗名为《茅屋为秋风所破歌》，写的是贫苦百姓在寒冷中的生活状况，表现了杜甫对劳动人民同情和关怀。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
渭城朝雨浥轻尘，客舍青青柳色新。 ",王维,,作者：王之涣,作者：王维\n,《送元二使安西》王维(唐代),渭城朝雨浥轻尘，客舍青青柳色新。 是唐代诗人王之涣创作的一句诗。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
巴山楚水凄凉地，二十三年弃置身。 ",刘禹锡,,杜甫,杜甫\n杜甫(712年-770年)，字子美，自号少陵野老，唐代伟大的现实主义诗人，与李白合称“李杜”。出生于河南巩县，原籍湖北襄阳。为了与另两位诗人李商隐与杜牧即“小李杜”区别，杜甫与李白又合称“大李杜”，杜甫也常被称为“老杜”。,杜甫(712年-770年)，字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，河南府巩县(今河南省巩义市)人，唐代伟大的现实主义诗人，被世人尊为“诗圣”，其诗被称为“诗史”。,唐代诗人李白所写。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
天门中断楚江开，碧水东流至此回。 ",李白,,作者：李白,作者：李白,该句的作者是李白(701年-762年)，字太白，号青莲居士，唐朝浪漫主义诗人，被后人誉为“诗仙”。,该句的作者是李白。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
弃我去者，昨日之日不可留； ",李白,,唐代诗人李白,此句出自唐代诗人李白的《宣州谢朓楼饯别校书叔云》。,该句的作者是李白(Li Bai)。,弃我去者，昨日之日不可留;\n这是唐代诗人李白的诗《宣城见杜鹃花》中的一句。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
昔人已乘黄鹤去，此地空余黄鹤楼。 ",崔颢,,作者：崔颢,作者：崔颢,该句的作者是唐代诗人崔颢(约704年-754年)。,昔人已乘黄鹤去，此地空余黄鹤楼。 是唐代诗人崔颢所写的一句诗。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
床前明月光，疑是地上霜。 ",李白,,杜甫,作者：李白,该句的作者是李白(Li Bai)。,答案是李白(Li Bai),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
好雨知时节，当春乃发生。 ",杜甫,,杜甫,杜甫,杜甫,这是唐代诗人杜甫的名篇《春夜喜雨》。杜甫(712年-770年)，字子美，河南巩义人，唐代著名的诗人之一，被誉为“诗圣”。他的诗歌以描写现实生活和人民疾苦为主，具有高度的思想性和艺术性。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
移舟泊烟渚，日暮客愁新。 ",孟浩然,,作者：王之涣,孟浩然\n孟浩然(689年-740年)，名浩，字浩然，号孟山人，襄州襄阳(现湖北襄阳)人，唐代著名的山水田园派诗人，世称“孟襄阳”。因他未曾入仕，又称之为“孟山人”。\n孟浩然生于唐高宗永隆二年(689年)，早年隐居鹿门山，后漫游吴越，结交文人雅士，与当时名士王维、李白、王昌龄等都有往来。开元二十三年(735年)，王维推荐他任京官，他不愿受羁束，辞官归隐。开元二十八年(740年)，孟浩然病逝，享年五十二岁。\n孟浩然的诗以五言为主，多写山水田园和隐居逸兴，与王维齐名，并称“王孟”。其诗清淡自然，长于写景，多以山水田园为题材，语言简朴，意境清幽，富有超脱尘俗的情趣。,《舟夜书所见》的作者是查慎行。,这是唐代诗人孟浩然的诗《舟夜书所见》中的诗句。孟浩然，唐代诗人，字浩然，世称孟襄阳，与另一位唐代诗人王维合称“王孟”。他的诗主要以描写自然景色、山林幽静为主，也有不少描写社会现实和表现个人情感的诗作。这句诗描绘了一幅傍晚泊舟烟渚、日暮客愁的新鲜图景，表现了旅人的羁旅之情。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
九曲黄河万里沙，浪淘风簸自天涯。 ",刘禹锡,,作者：唐代诗人刘禹锡,作者：刘禹锡,该句的作者是唐代诗人刘禹锡(772年—842年)。,该诗名为《浪淘沙·九曲黄河万里沙》，作者是唐代诗人刘禹锡。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
八月秋高风怒号，卷我屋上三重茅。 ",杜甫,,杜甫,作者：杜甫,杜甫(712年-770年)，字子美，自号少陵野老，世称“杜工部”、“杜少陵”等，河南府巩县(今河南省巩义市)人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。,这个问题似乎没有给出具体的背景信息或上下文，因此无法确定唐诗的作者。唐代时期有许多著名的诗人，如白居易、杜甫、李白等，但具体哪位诗人写了特定的诗歌无法确定，因为需要更多的信息来判断。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
客行新安道，喧呼闻点兵。 ",杜甫,,杜甫,杜甫,杜甫,答案是：杜甫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
岐王宅里寻常见，崔九堂前几度闻。 ",杜甫,,杜甫,作者：杜甫,此句出自《赠阙下裴舍人》，作者为唐代诗人钱起。,岐王宅里寻常见，崔九堂前几度闻。这句话的作者是杜甫。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
黑云压城城欲摧，甲光向日金鳞开。 ",李贺,,杜甫,这是唐代诗人李贺的《雁门太守行》中的诗句。,这是唐代诗人李贺的《雁门太守行》中的句子。,这一首唐诗的作者是岑参。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
汴水流，泗水流， ",白居易,,作者：王之涣,作者：李白\n汴水流，泗水流，流到瓜洲古渡头。吴山点点愁。\n思悠悠，恨悠悠，恨到归时方始休。月明人倚楼。,《汴水流，泗水流》的作者是杜甫(712年—770年)，字子美，自号少陵野老，世称杜工部、杜少陵等，汉族，河南府巩县(今河南省巩义市)人，唐代伟大的现实主义诗人，杜甫被世人尊为“诗圣”，其诗被称为“诗史”。,《汴水流，泗水流》的作者是王涣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
湖上春来似画图，乱峰围绕水平铺。 ",白居易,,作者：白居易,作者：白居易,这是唐代诗人白居易的《湖上春来》一诗中的第一句。白居易(772年-846年)，字乐天，号香山居士，又号醉吟先生，是中国唐朝时期的重要诗人之一。他一生写了大量的诗歌作品，题材广泛，形式多样，语言通俗易懂，深受人民群众喜爱。,湖上春来似画图，乱峰围绕水平铺。 \n作者：杨凝式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
君不见黄河之水天上来，奔流到海不复回！ ",李白,,作者：李白,作者：李白,作者：李白,君不见黄河之水天上来，奔流到海不复回！这首诗的作者是李白。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,中文常识：唐诗,"你们将看到一句唐诗。回答谁是作者，只回答一个名字:
单车欲问边，属国过居延。 ",王维,,作者：王之涣,作者：王之涣,该句的作者是王之涣(688年-742年)，字季凌，唐代诗人。他的代表作品有《登鹳雀楼》、《凉州词二首》等。,答案是：王之涣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
